"name"	"description"	"enable"	"dir"	"profile"	"group"	"localip"	"remoteip"	"protocol"	"type:code[,...]"	"localport"	"remoteport"	"edge"	"program"	"service"	"interfacetype"	"rmtcomputergrp"	"rmtusrgrp"	"security"	"(rule_source)"	"action"
"""デバイス キャスト ストリーミング サーバー (HTTP ストリーミング受信)"""	"""HTTP を使用したストリーミングを許可するためのデバイス キャスト サーバーの受信規則です。[TCP 10246]"""	"""yes"""	"""in"""	"""private"""	"""デバイス キャスト機能"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""10246"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""デバイス キャスト ストリーミング サーバー (HTTP ストリーミング受信)"""	"""HTTP を使用したストリーミングを許可するためのデバイス キャスト サーバーの受信規則です。[TCP 10246]"""	"""yes"""	"""in"""	"""public"""	"""デバイス キャスト機能"""	"""any"""	"""any"""	"""tcp"""	""""""	"""10246"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""デバイス キャスト ストリーミング サーバー (RTCP ストリーミング受信)"""	"""RTSP および RTP を使用したストリーミングを許可するためのデバイス キャスト サーバーの受信規則です。[UDP]"""	"""yes"""	"""in"""	"""domain"""	"""デバイス キャスト機能"""	"""any"""	"""any"""	"""udp"""	""""""	"""any"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\mdeserver.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""デバイス キャスト ストリーミング サーバー (RTCP ストリーミング受信)"""	"""RTSP および RTP を使用したストリーミングを許可するためのデバイス キャスト サーバーの受信規則です。[UDP]"""	"""yes"""	"""in"""	"""private"""	"""デバイス キャスト機能"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\mdeserver.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""デバイス キャスト ストリーミング サーバー (RTCP ストリーミング受信)"""	"""RTSP および RTP を使用したストリーミングを許可するためのデバイス キャスト サーバーの受信規則です。[UDP]"""	"""yes"""	"""in"""	"""public"""	"""デバイス キャスト機能"""	"""any"""	"""any"""	"""udp"""	""""""	"""any"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\mdeserver.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""デバイス キャスト ストリーミング サーバー (RTP ストリーミング送信)"""	"""RTSP および RTP を使用したストリーミングを許可するためのデバイス キャスト サーバーの送信規則です。[UDP]"""	"""yes"""	"""out"""	"""domain"""	"""デバイス キャスト機能"""	"""any"""	"""any"""	"""udp"""	""""""	"""any"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\mdeserver.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""デバイス キャスト ストリーミング サーバー (RTP ストリーミング送信)"""	"""RTSP および RTP を使用したストリーミングを許可するためのデバイス キャスト サーバーの送信規則です。[UDP]"""	"""yes"""	"""out"""	"""private"""	"""デバイス キャスト機能"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\mdeserver.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""デバイス キャスト ストリーミング サーバー (RTP ストリーミング送信)"""	"""RTSP および RTP を使用したストリーミングを許可するためのデバイス キャスト サーバーの送信規則です。[UDP]"""	"""yes"""	"""out"""	"""public"""	"""デバイス キャスト機能"""	"""any"""	"""any"""	"""udp"""	""""""	"""any"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\mdeserver.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""デバイス キャスト ストリーミング サーバー (RTSP ストリーミング受信)"""	"""RTSP および RTP を使用したストリーミングを許可するためのデバイス キャスト サーバーの受信規則です。[TCP 23554、23555、23556]"""	"""yes"""	"""in"""	"""domain"""	"""デバイス キャスト機能"""	"""any"""	"""any"""	"""tcp"""	""""""	"""23554,23555,23556"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\mdeserver.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""デバイス キャスト ストリーミング サーバー (RTSP ストリーミング受信)"""	"""RTSP および RTP を使用したストリーミングを許可するためのデバイス キャスト サーバーの受信規則です。[TCP 23554、23555、23556]"""	"""yes"""	"""in"""	"""private"""	"""デバイス キャスト機能"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""23554,23555,23556"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\mdeserver.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""デバイス キャスト ストリーミング サーバー (RTSP ストリーミング受信)"""	"""RTSP および RTP を使用したストリーミングを許可するためのデバイス キャスト サーバーの受信規則です。[TCP 23554、23555、23556]"""	"""yes"""	"""in"""	"""public"""	"""デバイス キャスト機能"""	"""any"""	"""any"""	"""tcp"""	""""""	"""23554,23555,23556"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\mdeserver.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""デバイス キャスト機能 (qWave TCP 受信)"""	"""高品質な Windows オーディオ ビデオ エクスペリエンス サービスの使用を許可するためのデバイス キャスト機能の受信規則です。[TCP 2177]"""	"""yes"""	"""in"""	"""private,public"""	"""デバイス キャスト機能"""	"""any"""	"""any"""	"""tcp"""	""""""	"""2177"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""Qwave"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""デバイス キャスト機能 (qWave TCP 送信)"""	"""高品質な Windows オーディオ ビデオ エクスペリエンス サービスの使用を許可するためのデバイス キャスト機能の送信規則です。[TCP 2177]"""	"""yes"""	"""out"""	"""private,public"""	"""デバイス キャスト機能"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""2177"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""Qwave"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""デバイス キャスト機能 (qWave UDP 受信)"""	"""高品質な Windows オーディオ ビデオ エクスペリエンス サービスの使用を許可するためのデバイス キャスト機能の受信規則です。[UDP 2177]"""	"""yes"""	"""in"""	"""private,public"""	"""デバイス キャスト機能"""	"""any"""	"""any"""	"""udp"""	""""""	"""2177"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""Qwave"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""デバイス キャスト機能 (qWave UDP 送信)"""	"""高品質な Windows オーディオ ビデオ エクスペリエンス サービスの使用を許可するためのデバイス キャスト機能の送信規則です。[UDP 2177]"""	"""yes"""	"""out"""	"""private,public"""	"""デバイス キャスト機能"""	"""any"""	"""any"""	"""udp"""	""""""	"""any"""	"""2177"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""Qwave"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (LLMNR UDP 受信)"""	"""リンク ローカル マルチキャスト名前解決を許可するためのネットワーク探索の受信規則です。[UDP 5355]"""	"""no"""	"""in"""	"""domain,public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""5355"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""dnscache"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (LLMNR UDP 受信)"""	"""リンク ローカル マルチキャスト名前解決を許可するためのネットワーク探索の受信規則です。[UDP 5355]"""	"""yes"""	"""in"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""5355"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""dnscache"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (LLMNR UDP 送信)"""	"""リンク ローカル マルチキャスト名前解決を許可するためのネットワーク探索の送信規則です。[UDP 5355]"""	"""no"""	"""out"""	"""domain,public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""5355"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""dnscache"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (LLMNR UDP 送信)"""	"""リンク ローカル マルチキャスト名前解決を許可するためのネットワーク探索の送信規則です。[UDP 5355]"""	"""yes"""	"""out"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""5355"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""dnscache"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (NB データグラム受信)"""	"""NetBios データグラムの送受信を許可するためのネットワーク探索の受信規則です。[UDP 138]"""	"""no"""	"""in"""	"""domain"""	"""ネットワーク探索"""	"""any"""	"""any"""	"""udp"""	""""""	"""138"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (NB データグラム受信)"""	"""NetBios データグラムの送受信を許可するためのネットワーク探索の受信規則です。[UDP 138]"""	"""yes"""	"""in"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""138"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (NB データグラム受信)"""	"""NetBios データグラムの送受信を許可するためのネットワーク探索の受信規則です。[UDP 138]"""	"""no"""	"""in"""	"""public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""138"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (NB データグラム送信)"""	"""NetBios データグラムの送受信を許可するためのネットワーク探索の送信規則です。[UDP 138]"""	"""no"""	"""out"""	"""domain"""	"""ネットワーク探索"""	"""any"""	"""any"""	"""udp"""	""""""	"""any"""	"""138"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (NB データグラム送信)"""	"""NetBios データグラムの送受信を許可するためのネットワーク探索の送信規則です。[UDP 138]"""	"""yes"""	"""out"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""138"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (NB データグラム送信)"""	"""NetBios データグラムの送受信を許可するためのネットワーク探索の送信規則です。[UDP 138]"""	"""no"""	"""out"""	"""public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""138"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (NB 名受信)"""	"""NetBIOS 名前解決を許可するためのネットワーク探索の受信規則です。[UDP 137]"""	"""no"""	"""in"""	"""domain"""	"""ネットワーク探索"""	"""any"""	"""any"""	"""udp"""	""""""	"""137"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (NB 名受信)"""	"""NetBIOS 名前解決を許可するためのネットワーク探索の受信規則です。[UDP 137]"""	"""yes"""	"""in"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""137"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (NB 名受信)"""	"""NetBIOS 名前解決を許可するためのネットワーク探索の受信規則です。[UDP 137]"""	"""no"""	"""in"""	"""public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""137"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (NB 名送信)"""	"""NetBIOS 名前解決を許可するためのネットワーク探索の送信規則です。[UDP 137]"""	"""no"""	"""out"""	"""domain"""	"""ネットワーク探索"""	"""any"""	"""any"""	"""udp"""	""""""	"""any"""	"""137"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (NB 名送信)"""	"""NetBIOS 名前解決を許可するためのネットワーク探索の送信規則です。[UDP 137]"""	"""yes"""	"""out"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""137"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (NB 名送信)"""	"""NetBIOS 名前解決を許可するためのネットワーク探索の送信規則です。[UDP 137]"""	"""no"""	"""out"""	"""public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""137"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (Pub WSD 受信)"""	"""機能探索を介してデバイスを検出するためのネットワーク探索の受信規則です。[UDP 3702]"""	"""no"""	"""in"""	"""domain,public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""3702"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""fdrespub"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (Pub WSD 受信)"""	"""機能探索を介してデバイスを検出するためのネットワーク探索の受信規則です。[UDP 3702]"""	"""yes"""	"""in"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""3702"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""fdrespub"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (Pub WSD 送信)"""	"""機能探索を介してデバイスを検出するためのネットワーク探索の送信規則です。 [UDP 3702]"""	"""no"""	"""out"""	"""domain,public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""3702"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""fdrespub"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (Pub WSD 送信)"""	"""機能探索を介してデバイスを検出するためのネットワーク探索の送信規則です。 [UDP 3702]"""	"""yes"""	"""out"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""3702"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""fdrespub"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (SSDP 受信)"""	"""Simple Service Discovery Protocol の使用を許可するためのネットワーク探索の受信規則です。[UDP 1900]"""	"""no"""	"""in"""	"""domain,public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""1900"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""Ssdpsrv"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (SSDP 受信)"""	"""Simple Service Discovery Protocol の使用を許可するためのネットワーク探索の受信規則です。[UDP 1900]"""	"""yes"""	"""in"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""1900"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""Ssdpsrv"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (SSDP 送信)"""	"""Simple Service Discovery Protocol の使用を許可するためのネットワーク探索の送信規則です。[UDP 1900]"""	"""no"""	"""out"""	"""domain,public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""1900"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""Ssdpsrv"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (SSDP 送信)"""	"""Simple Service Discovery Protocol の使用を許可するためのネットワーク探索の送信規則です。[UDP 1900]"""	"""yes"""	"""out"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""any"""	"""1900"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""Ssdpsrv"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (UPnP 受信)"""	"""ユニバーサル プラグ アンド プレイの使用を許可するためのネットワーク探索の受信規則です。[TCP 2869]"""	"""no"""	"""in"""	"""domain"""	"""ネットワーク探索"""	"""any"""	"""any"""	"""tcp"""	""""""	"""2869"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (UPnP 受信)"""	"""ユニバーサル プラグ アンド プレイの使用を許可するためのネットワーク探索の受信規則です。[TCP 2869]"""	"""yes"""	"""in"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""2869"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (UPnP 受信)"""	"""ユニバーサル プラグ アンド プレイの使用を許可するためのネットワーク探索の受信規則です。[TCP 2869]"""	"""no"""	"""in"""	"""public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""2869"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (UPnP 送信)"""	"""ユニバーサル プラグ アンド プレイの使用を許可するためのネットワーク探索の送信規則です。[TCP]"""	"""no"""	"""out"""	"""domain"""	"""ネットワーク探索"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""2869"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""fdphost"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (UPnP 送信)"""	"""ユニバーサル プラグ アンド プレイの使用を許可するためのネットワーク探索の送信規則です。[TCP]"""	"""yes"""	"""out"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""any"""	"""2869"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""fdphost"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (UPnP 送信)"""	"""ユニバーサル プラグ アンド プレイの使用を許可するためのネットワーク探索の送信規則です。[TCP]"""	"""no"""	"""out"""	"""public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""any"""	"""2869"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""fdphost"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (UPnPHost 送信)"""	"""ユニバーサル プラグ アンド プレイの使用を許可するためのネットワーク探索の送信規則です。 [TCP]"""	"""no"""	"""out"""	"""domain,public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""any"""	"""2869"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""upnphost"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (UPnPHost 送信)"""	"""ユニバーサル プラグ アンド プレイの使用を許可するためのネットワーク探索の送信規則です。 [TCP]"""	"""yes"""	"""out"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""any"""	"""2869"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""upnphost"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (WSD EventsSecure 受信)"""	"""機能探索を介してセキュリティで保護された WSDAPI イベントを許可するためのネットワーク探索の受信規則です。 [TCP 5358]"""	"""no"""	"""in"""	"""domain"""	"""ネットワーク探索"""	"""any"""	"""any"""	"""tcp"""	""""""	"""5358"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (WSD EventsSecure 受信)"""	"""機能探索を介してセキュリティで保護された WSDAPI イベントを許可するためのネットワーク探索の受信規則です。 [TCP 5358]"""	"""yes"""	"""in"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""5358"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (WSD EventsSecure 受信)"""	"""機能探索を介してセキュリティで保護された WSDAPI イベントを許可するためのネットワーク探索の受信規則です。 [TCP 5358]"""	"""no"""	"""in"""	"""public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""5358"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (WSD EventsSecure 送信)"""	"""機能探索による、セキュリティで保護された WSDAPI イベントを許可するためのネットワーク探索の送信規則です。 [TCP 5358]"""	"""no"""	"""out"""	"""domain"""	"""ネットワーク探索"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""5358"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""fdphost"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (WSD EventsSecure 送信)"""	"""機能探索による、セキュリティで保護された WSDAPI イベントを許可するためのネットワーク探索の送信規則です。 [TCP 5358]"""	"""yes"""	"""out"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""any"""	"""5358"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""fdphost"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (WSD EventsSecure 送信)"""	"""機能探索による、セキュリティで保護された WSDAPI イベントを許可するためのネットワーク探索の送信規則です。 [TCP 5358]"""	"""no"""	"""out"""	"""public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""any"""	"""5358"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""fdphost"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (WSD イベント受信)"""	"""機能探索による WSDAPI イベントを許可するためのネットワーク探索の受信規則です。 [TCP 5357]"""	"""no"""	"""in"""	"""domain"""	"""ネットワーク探索"""	"""any"""	"""any"""	"""tcp"""	""""""	"""5357"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (WSD イベント受信)"""	"""機能探索による WSDAPI イベントを許可するためのネットワーク探索の受信規則です。 [TCP 5357]"""	"""yes"""	"""in"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""5357"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (WSD イベント受信)"""	"""機能探索による WSDAPI イベントを許可するためのネットワーク探索の受信規則です。 [TCP 5357]"""	"""no"""	"""in"""	"""public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""5357"""	"""any"""	"""no"""	"""System"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (WSD イベント送信)"""	"""機能探索による WSDAPI イベントを許可するためのネットワーク探索の送信規則です。 [TCP 5357]"""	"""no"""	"""out"""	"""domain"""	"""ネットワーク探索"""	"""any"""	"""any"""	"""tcp"""	""""""	"""any"""	"""5357"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""fdphost"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (WSD イベント送信)"""	"""機能探索による WSDAPI イベントを許可するためのネットワーク探索の送信規則です。 [TCP 5357]"""	"""yes"""	"""out"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""any"""	"""5357"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""fdphost"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (WSD イベント送信)"""	"""機能探索による WSDAPI イベントを許可するためのネットワーク探索の送信規則です。 [TCP 5357]"""	"""no"""	"""out"""	"""public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""tcp"""	""""""	"""any"""	"""5357"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""fdphost"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (WSD 受信)"""	"""Device Association Framework でデバイスを検出するためのネットワーク探索の受信規則です。[UDP 3702]"""	"""no"""	"""in"""	"""domain,public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""3702"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\dashost.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (WSD 受信)"""	"""機能探索を介してデバイスを検出するためのネットワーク探索の受信規則です。[UDP 3702]"""	"""no"""	"""in"""	"""domain,public"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""3702"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""fdphost"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (WSD 受信)"""	"""Device Association Framework でデバイスを検出するためのネットワーク探索の受信規則です。[UDP 3702]"""	"""yes"""	"""in"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""3702"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\dashost.exe"""	""""""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
"""ネットワーク探索 (WSD 受信)"""	"""機能探索を介してデバイスを検出するためのネットワーク探索の受信規則です。[UDP 3702]"""	"""yes"""	"""in"""	"""private"""	"""ネットワーク探索"""	"""any"""	"""localsubnet"""	"""udp"""	""""""	"""3702"""	"""any"""	"""no"""	"%SystemRoot%""\\system32\\svchost.exe"""	"""fdphost"""	"""any"""	""""""	""""""	"""notrequired"""	"""local_setting"""	"""allow"""
